X,Y,Z,Strata
40431.02443,69647.49205,89.76226876,5
40566.79487,70481.64801,229.5793023,4
40931.87243,70401.14239,276.1437039,2
40180.89696,70143.73282,-148.2451941,7
40824.72627,70174.19292,-179.7790574,7
40626.5476,70045.17313,69.06125481,5
40637.16725,70627.24562,430.2566236,1
40928.14733,70179.45381,233.6016452,2
40929.56647,70413.5351,-85.78214357,6
40776.93219,70202.23465,-101.7241023,6
40594.17865,70757.47482,-68.02205502,6
40654.08359,70527.15617,-164.5679811,7
40617.67254,69931.1952,-121.4999945,7
40562.86247,70357.78262,42.40437629,6
40505.63716,70618.49465,-114.7274649,7
40634.53838,70627.6103,31.16418778,5
40387.54793,69543.51318,-109.7959387,7
40738.68536,70345.97468,7.275355686,5
40988.98733,68883.8118,-122.3237981,5
40046.36662,70600.87816,226.4670056,5
40246.89343,70381.12697,86.0803867,6
40455.50031,70561.11905,172.8520928,5
40905.47734,69603.64813,-98.76777813,6
40948.59213,70809.43067,268.745792,2
40413.79017,69431.82596,254.0827516,3
40523.50521,70900.0539,226.5896098,4
40939.51379,69276.28105,255.5411291,1
40793.98068,69586.1325,-145.1402681,6
40935.14139,69279.3605,-131.2658853,6
40628.44233,70161.44775,-134.7483769,7
41100.77786,69181.76111,-167.8837895,6
40794.91969,69593.40429,93.76315091,4
40458.57598,69535.58511,105.4303901,5
40483.77677,69705.99467,323.6437435,3
40627.1822,70341.49161,-58.32749674,6
40323.47707,69415.70956,280.6406864,3
40416.96191,69427.01785,-88.93535029,6
41011.721,69215.083,-135.7681637,6
41037.67982,68910.11584,-140.796179,5
40950.29522,70806.04594,89.49619659,4
40892.48255,69011.42494,-161.4194624,6
40651.0139,70529.71972,294.2084044,3
40797.08462,69412.57762,253.0431191,2
40120.33016,69755.87542,-12.04930055,7
40245.8206,70381.95168,-30.89075723,7
40566.05018,69674.92355,-147.5606942,7
40796.77489,70302.26857,160.1230417,4
41023.54558,70152.81575,193.4769102,2
40611.46611,69942.0179,-76.71339681,7
40634.26654,70628.33074,497.4358974,1
39905.04815,70621.108,158.5797633,6
40116.52307,69757.99871,128.9509852,6
40857.12845,69350.47468,-7.877370972,4
40950.11047,70810.06516,252.9254685,2
39842.98701,70649.26579,-46.96548903,7
40908.22196,69605.36063,14.74054742,4
40488.42821,70106.01891,20.84862046,6
40048.97446,70628.63324,77.66489112,6
40627.28522,70241.62708,-174.452724,7
40719.98038,70001.64078,-5.810321793,6
41311.45373,70402.7797,-161.3971223,6
40926.55243,69688.03807,256.6988812,2
40668.11389,70239.87528,197.8663986,4
40428.61648,70385.36588,-138.9351613,7
40975.36151,69379.84898,269.2807586,1
40731.38678,70283.92094,8.165128518,5
40798.02167,69543.62049,87.04046724,4
40500.2991,70625.66728,362.5900681,2
40840.85196,70476.18744,-82.74395803,6
40681.47159,69397.60026,332.5818102,2
40360.58371,69620.51324,122.7900948,5
41089.79143,69122.19175,58.18300041,3
40855.15213,69352.01393,306.4298398,1
41037.05608,70332.61352,74.73227441,4
40812.89502,70345.12574,-127.8221397,6
40462.51978,69635.03279,364.1616609,3
40555.92563,69672.39698,213.6642009,4
41034.74243,68914.37902,15.80624053,3
40908.29033,69601.40042,-119.7042413,6
40559.88691,70486.29449,180.4958182,5
40613.01967,69944.15957,-108.6250673,7
40622.95394,69348.51636,287.1277889,2
41013.7504,69792.54386,157.3764005,2
40970.28943,69484.5107,-30.05241729,4
40357.54315,69623.26145,513.9062232,1
40935.81672,70185.53226,-106.9739156,6
40554.40814,70079.97055,40.31740622,6
40769.09623,70141.53132,-29.52180415,6
40690.67606,69660.33629,-179.5672592,7
40264.94316,70429.76664,4.149278744,7
40680.04858,69400.38163,-36.28837545,5
41298.23219,70108.33322,105.7761317,2
41036.06811,69236.59143,268.8465443,1
40609.74299,69478.65704,32.65820758,5
40926.3784,69687.59645,25.64102564,4
41002.21381,69012.04041,281.5509349,1
40622.53485,69463.06834,85.21869602,5
40678.98298,69623.34502,-102.4891219,7
40591.1867,69385.51574,237.810195,3
40931.37314,70174.30218,39.11205867,5
41294.28166,70107.41357,262.6935221,1
40731.72444,69548.4389,-181.4974855,7
40828.43578,70355.11997,-110.4854768,6
40620.87085,70050.37213,143.2968354,5
41020.50403,68933.90714,45.97715371,3
40858.13832,69350.53723,255.0212051,2
40520.26868,70885.1172,314.7061046,3
40644.17486,70531.98256,382.3257932,2
41284.41134,69854.39239,-28.11922407,4
40266.63472,70461.47761,233.3881072,5
41014.28719,70495.70667,128.2051282,3
40535.39016,69840.77212,-194.5167611,7
40997.00442,68886.37489,257.7504456,1
40628.40646,69340.44589,352.3002282,1
40825.68864,70252.55228,46.41386312,5
40411.99012,70348.17003,26.95640697,6
40366.66793,70232.82879,125.0367161,6
40888.2165,69011.04789,-194.5226233,6
41012.50801,70023.18798,66.81108231,4
40038.39239,70572.30258,86.54348568,6
40612.65223,69940.72523,-46.51877725,6
41046.91574,68985.24858,253.3022949,1
40395.67965,69690.28987,65.54864536,6
41096.93481,69429.56939,150.0305779,2
40509.73444,69303.53721,-165.6123536,7
40838.02,70479.2951,87.73629003,5
40846.38493,70788.58426,337.2370168,2
40620.43966,69350.52929,-16.40468186,5
40632.61154,70161.76097,155.180645,5
41319.69548,70399.76356,-174.6547033,6
40737.00515,70274.22537,-149.1801482,7
40722.76603,69859.90665,-72.19304944,6
41012.87055,70494.15478,0.971777493,5
40947.54695,70809.49029,-157.7423332,6
40426.32325,70232.09901,185.3593307,5
40664.08281,69786.64132,-140.8382945,7
40922.03285,69687.3225,66.21612595,4
40730.99817,69538.22847,-30.07115992,5
40988.87139,68886.94666,233.796852,1
40413.87737,70300.21717,25.64102564,6
40432.50944,69645.30425,414.9293629,2
40373.55463,69653.84401,131.3568087,5
40189.63995,70144.63061,-130.2824325,7
40677.72277,70235.04189,-90.09997269,6
41281.31517,69854.72538,-140.7301059,6
40763.54977,70181.43675,210.6790451,4
40841.45153,70769.64363,-68.51867865,5
41038.5526,68914.05039,203.1732184,1
40552.3384,70180.24921,80.04736756,5
40480.05709,70353.01198,24.13957396,6
40626.91898,70241.3359,-168.4371008,7
40533.28235,70218.78361,127.7721986,5
40458.63374,69533.76802,250.1298832,3
40561.37171,70487.22891,30.24703794,6
40724.8448,69795.72851,-62.525108,6
41019.21494,70482.40276,193.401813,3
40817.70221,69986.48059,230.7692308,3
40230.26232,70295.44843,-21.66467887,7
40905.20437,69604.55888,-125.3005936,6
40625.95219,70272.15229,-163.2851817,7
40436.96745,70234.15786,167.6630239,5
40181.50372,70151.7469,-106.085581,7
40266.88,70466.19,48.84411805,6
40647.56917,70528.38589,-56.41025641,6
40746.28208,69530.45396,223.8737681,3
40681.51412,69914.14257,-51.81998621,6
40759.45669,70176.01146,242.6530271,3
40042.90176,70590.8628,230.1647258,5
40420.41507,70274.6796,164.347348,5
40361.3582,70225.46234,-84.75344574,7
40116.36382,69758.14757,189.7435897,5
40797.50598,69597.81148,119.2930149,4
40836.87167,70477.86821,-35.18758563,5
40320.59993,69421.87836,494.8382498,1
40815.87001,69988.65033,-47.80834325,6
40973.94,69492.38,67.2017536,3
40761.87189,70177.28054,-126.7998289,6
40555.97303,70122.13416,96.63859762,5
40865.05287,69354.73947,-44.8345756,5
41015.01058,68997.81399,-127.9290971,5
40376.49759,69653.04804,112.2561995,5
40625.64032,70044.65299,253.2454384,4
40432.74677,70393.48977,-48.42981699,7
40536.94263,69904.60383,119.2444703,5
40766.30871,69488.26538,223.4043845,3
40886.94952,69386.02677,-106.7721708,6
41038.24884,68911.78753,-178.3510359,5
41011.18863,69208.18547,275.8096921,1
40226.5004,70303.84539,270.6614817,5
40599.27999,69491.81877,-154.3651992,7
40485.66857,69714.91536,131.882266,5
40550.64848,70180.32269,-76.92307692,7
40073.21424,70579.6002,162.7764967,5
41130.13984,68915.00531,128.2051282,2
40904.71454,70852.91604,143.9402892,3
40828.48842,70171.19492,-179.4871795,7
40488.36612,70624.99256,-195.2236892,7
40492.19569,70219.64469,-158.6488025,7
40411.10137,70349.79352,-71.03897902,7
40972.41304,69491.62463,144.6069505,3
40234.91128,69582.97126,3.281383781,6
41285.3455,69854.47292,134.9694096,2
41039.39145,70333.38704,-36.77179767,5
40674.10652,70235.49976,74.04042172,5
40955.70846,68922.00552,84.45158815,3
40668.90116,70238.17839,-47.47057685,6
40350.50821,69569.93792,-21.51366832,6
40458.19,69530.19,-43.17809009,6
40434.29563,70386.04091,257.4633123,4
40464.59736,69529.26387,155.3715935,5
40594.19994,69706.35259,247.3460239,4
40483.44989,69703.70413,-144.1760548,7
41031.284,68918.888,155.1590094,2
40740.30504,70564.77685,140.8309127,4
40643.68997,69553.78703,-70.04441782,6
40991.32792,69136.25296,161.1454838,2
40255.34482,70412.96718,267.0470484,4
40557.8844,70362.65316,114.3068054,5
40391.86701,69543.65848,361.8140834,2
40231.52385,70296.92337,270.1171693,5
40534.09102,70223.45353,37.82770942,6
40234.38553,70291.35306,-146.6842597,7
40851.55333,69349.32545,-141.3947302,6
40789.70144,69457.81082,239.748381,3
40759.57372,69483.54588,-168.3737459,7
40460.73058,69535.79947,199.4877814,4
40398.82096,69689.02452,279.5758929,4
40237.04302,69582.51565,479.9482271,2
40412.05557,70197.03772,237.566705,5
40720.51671,69800.71388,262.7809826,3
40455.10834,70573.62771,-83.95285812,7
40183.95185,70147.15706,-156.7938225,7
40322.3982,69414.14462,44.86742875,5
40244.55186,70384.97661,-70.32849624,7
40833.47151,70175.96468,-159.3627437,6
40499.73084,69624.01106,46.15384615,5
40497.30265,69703.79749,-101.417471,7
40361.12656,69619.66019,257.020715,4
40629.13476,70162.31864,-182.3315379,7
40781.1154,69464.82047,113.2396722,4
40558.33555,69674.41875,239.1658078,4
40434.65397,69647.05712,299.9078443,3
40430.29103,69651.81699,305.6384748,3
40046.62748,70581.60792,-171.0378812,7
40819.75689,69988.77135,238.313933,3
40726.41212,69409.99799,-85.53173382,6
40460.55727,69534.14531,360.2381551,2
40650.34812,70526.58464,8.911918615,5
40922.72728,69796.46974,-77.68050649,6
41011.58898,70497.21026,31.31451975,4
40321.75126,69529.63623,504.2116274,1
40569.23168,70578.63856,168.4481202,5
40561.67659,70486.73664,-72.15078986,6
40409.81386,70110.75827,-184.8879996,7
40409.96934,70187.17211,84.45611137,6
40833.64517,70353.83871,-115.295514,6
40682.87763,69619.94872,269.966313,3
41022.73159,68930.8036,-120.1817735,5
40540.90041,69900.67083,12.94970448,6
39904.80055,70619.46093,106.1986902,6
40495.2656,70615.73519,66.18901895,5
40628.91487,70629.12937,133.2452561,5
40682.26971,69911.05181,-172.5104655,7
40727.72442,69409.10931,164.4702582,3
40672.20118,70237.19875,-161.2042647,7
40829.44078,70271.77498,46.15384615,5
40412.56587,70351.74745,-135.7544131,7
40830.54818,70271.74448,5.437434428,5
40925.5,70005.69,207.7643789,3
40538.5096,69834.87198,29.28057852,6
40644.87959,69548.55098,87.68475052,5
40923.19579,69807.02675,13.92286006,4
40796.9316,69592.97596,272.051332,2
40811.11417,69923.38657,144.9486253,4
40840.60552,70782.10296,401.291092,1
41050.82479,69718.42363,54.24114473,3
40898.74176,69602.29284,275.2112105,2
40377.13897,69656.75377,-101.2464679,7
41086.09318,69116.48503,199.4617202,1
41038.96535,68910.77745,-130.8753188,5
40818.85,69922.63,136.59666,4
40240.16086,69586.53036,539.0782604,1
40513.34019,70613.1723,-180.9121543,7
40115.91187,69757.6975,451.7543469,2
41070.00301,69072.28318,196.8673044,1
40535.7553,69838.57718,-67.36552101,7
40504.98147,70620.53285,292.2559934,3
40877.58222,69505.68989,-31.7876585,5
41034.79053,68912.96558,-5.45062325,3
40841.54744,70635.05471,-121.2808703,6
40833.90106,70355.61249,189.572498,3
41310.64727,70397.69121,-178.6167579,6
41089.65818,69424.96609,-79.00785591,5
40817.8644,69921.39126,249.3027235,3
40647.41999,70530.35464,85.43481976,5
40923.85842,70179.6247,48.53921822,5
40326.88629,69416.49828,-109.9127459,6
40550.64848,70180.32269,-35.8974359,6
40741.25264,70565.12375,-71.53229509,6
40886.53368,69487.97827,-191.2242033,6
40560.89701,70486.66608,81.17174047,5
41100.54674,69184.27692,138.8132885,2
41018.1651,70017.86427,18.95085249,4
40708.33797,69520.19831,-95.74553625,6
40692.48371,69664.49543,270.5508628,3
40682.30832,69911.37627,46.32128129,5
40810.16366,69847.72062,-88.34090546,6
40266.09904,70463.07854,38.47828718,6
39843.12028,70633.15217,158.6046996,6
40498.37016,69298.84081,-197.5594898,7
40396.22354,69687.31336,307.9935672,3
40572.56379,69688.46017,-67.40813981,6
40501.2371,70621.14536,319.94536,3
40731.78688,70355.59623,-81.02659195,6
40893.36621,69379.98813,118.642134,3
40837.86399,70360.17714,135.0909571,4
40498.58016,69300.58146,273.4352986,3
41014.72147,70495.8718,-157.489287,6
40350.53922,69462.53921,-91.87434574,6
40631.971,70630.56209,12.4915476,5
40799.01719,69415.08776,-144.7274305,6
40496.46298,70518.30318,348.9724466,3
40260.63942,70430.51022,84.65613999,6
40225.94259,70296.22388,-4.282491253,7
40562.72698,70486.3811,232.6776493,4
40247.04952,69582.08738,462.4953041,2
40735.97422,70276.19458,271.7948718,3
41036.07563,70337.61616,153.4637,3
40815.65664,69985.7604,172.1994226,4
40939.381,69280.167,14.60629776,4
41099.66698,69180.93774,-175.5137345,6
40605.92767,69717.07211,233.2447503,4
40727.94496,69404.24933,176.9320058,3
40042.80546,70582.73525,150.010985,5
40436.90508,70478.79053,164.1452559,5
40120.08495,69750.99531,-43.62256755,7
40801.14024,69589.26786,268.7955864,2
40413.60387,70292.98947,-6.681435493,7
40411.5142,70348.03125,71.49330895,6
40432.05521,69646.68026,289.9043365,3
40613.86769,70347.3435,149.3646936,5
40730.41312,70279.91434,163.31239,4
40633.62043,70628.35828,-138.2505371,6
40602.1546,69495.10373,257.9684215,3
41039.07733,68915.74651,22.43810492,3
40838.25748,70774.92814,330.6085424,2
40392.41295,69690.69423,437.5796705,2
40661.86402,69789.47986,-75.09687224,7
40691.72524,69660.40103,117.5823401,5
40810.37195,69846.90754,-138.4615385,6
40955.81593,68923.70765,119.0902155,2
40938.17483,69281.15261,66.66666667,3
40958.17864,68926.14682,-133.8880505,5
40116.10204,69758.61351,-86.54087761,7
40410.37342,70305.68686,91.12588162,6
40625.25742,70042.89597,-150.5448114,7
40830.26184,70271.04762,-167.5446471,6
40639.66747,70376.22875,73.94237996,5
40550.13177,70090.59544,73.33307106,6
40409.59445,70347.72576,-179.4871795,7
40703.08823,69723.22828,119.9081643,5
40347.1141,69593.45174,-121.5528637,7
40494.23917,70519.67167,349.982026,3
40186.59231,70139.3177,50.45694423,7
40883.76328,69387.84905,46.1601524,4
41296.83177,70113.6221,140.8548526,2
40997.0189,70021.38496,-81.78516164,6
41011.71027,70025.12651,87.66362326,4
40885.63277,70439.99335,382.5419549,1
40548.83925,70175.92231,16.65191846,6
40628.03496,69349.72039,-152.3978329,6
40329.42604,69412.44023,305.7189022,3
41044.20151,69716.70709,-137.7953599,6
40623.89201,70039.11228,141.9434084,5
40930.38112,70182.70537,21.97057614,5
41097.28823,69420.71258,27.8408779,3
40726.33481,69996.28519,-67.22363408,6
40409.85222,70188.90531,-94.7893349,7
40490.5583,70520.31614,71.56704893,5
40928.87153,70178.07811,-186.3042185,6
40798.13707,69669.66655,94.46490474,5
40493.88462,70785.06078,-47.93963032,6
40828.52799,70405.04643,25.13701164,5
41303.38103,70105.36843,-59.67471287,5
40082.05385,70574.4097,166.5413022,5
40626.9106,70284.39193,-152.0260497,7
40799.12458,69543.86629,-143.4573998,6
40359.85835,69620.35025,517.9487179,1
41095.89254,69423.30301,-101.0999588,6
40680.59197,69913.05816,148.6066748,5
40526.4966,70894.61465,548.0712726,1
40438.8366,70480.4487,-199.1729308,7
41004.55006,68969.87696,-181.8033826,6
41067.98845,69072.08608,-106.0969623,5
39841.47706,70633.70977,-76.50028067,7
40523.17199,70899.01771,38.482465,5
40374.11849,69653.05729,92.74766942,5
40629.74137,70336.28106,-53.34167669,6
40828.84028,70352.67146,291.3334761,2
40492.98693,70221.60888,29.77914844,6
41297.70274,70110.27206,128.2051282,2
40817.90935,69992.38201,-61.39273602,6
41050.56071,69720.17464,278.8280763,1
40676.13644,69630.72239,118.4710192,5
40818.94154,69924.71889,-191.4026773,7
40387.05887,69546.17165,233.6541748,4
40785.10279,69460.21361,-46.84394066,5
40420.78,69427.86,-187.6200719,7
40779.7774,69468.03803,-43.52283711,5
40425.08468,69657.46178,-60.01531715,6
40271.45794,69599.20727,80.8639659,6
40269.23162,70462.2968,13.63568338,6
40072.12043,70571.27457,81.9571777,6
40441.24429,70478.47305,159.3773997,5
41314.81113,70397.87192,-73.88351033,5
41015.33221,70025.91975,133.8287423,3
40046.01384,70579.58447,-158.1763708,7
40890.43065,69387.08551,-172.3227579,6
41009.68112,70026.81724,117.3108276,3
40956.22941,68929.42191,-89.18230532,5
40828.83383,70173.66147,172.7044129,4
40906.5156,69603.80909,278.8500777,2
40264.10573,70427.06892,88.33764532,6
41086.29932,69112.9451,-192.2965692,6
40570.61656,70365.55789,7.621260336,6
40978.81246,69380.30809,201.5623813,2
40677.75166,69397.95667,112.402213,4
40987.11567,68958.91046,75.80407675,3
40642.68852,69745.97839,-47.85818696,6
41035.07568,68911.21233,52.32309232,3
40363.83734,70229.90454,210.3053031,5
40493.50325,70521.58691,218.6414491,4
41101.15429,69180.61257,102.6572639,2
40362.67678,70225.52399,75.33099895,6
40932.27797,70008.43858,-172.8633059,6
40923.31863,69691.91716,-10.52547469,5
40592.20815,69388.53659,222.2215321,3
40160.29601,70052.53406,-2.161729041,7
40315.32076,69526.97607,59.45822154,5
41130.7274,68918.25521,-90.9546586,5
40047.64892,70630.77844,309.3694314,4
40797.84181,69595.6731,43.03035115,5
40312.63212,69526.73976,-143.473923,7
40554.78618,70132.97185,92.57275243,5
40977.64978,69382.53348,-36.2557026,4
40354.13281,69528.41617,-73.99664114,6
40432.62115,69644.60059,-59.42353647,6
40361.01704,69616.83591,-41.37314985,6
40735.62792,70271.91899,235.2585326,3
40927.75439,69691.21802,14.37342641,4
40691.36804,69402.13489,-145.2900633,6
40722.18473,69863.9345,174.6352535,5
40184.26204,70144.21574,126.2012401,6
40265.09417,70424.77877,-121.8693376,7
40922.84093,70176.32204,93.78110514,4
40604.86014,70713.2411,456.6947127,1
40827.66929,69759.82577,-32.23773227,6
40487.83311,70789.51752,-156.9208346,7
41017.91421,69215.84908,176.9303567,2
40408.20475,70117.11954,149.9061045,5
40338.97755,69532.61731,197.1221788,4
40516.35121,70896.97384,170.8255964,4
40230.25865,70314.3625,112.3908041,6
40494.55275,70786.18685,544.7354399,1
40326.35439,69412.293,143.3133218,5
40628.90557,70079.92354,-190.8440097,7
41121.71377,68927.00265,-0.718821291,3
40364.72598,70268.71199,89.62410693,6
40341.61759,69416.88628,-99.18748984,6
39834.08438,70628.69034,196.6262235,5
40727.49247,69409.69638,-179.987643,7
40534.76096,69845.19823,250.0809653,4
40456.2413,69533.40359,-66.21157794,6
40827.39551,70275.58765,-73.97877511,6
40492.04447,69806.52341,217.183059,5
40806.22275,69844.72182,-164.0859707,7
40790.22385,69599.21903,-135.8442241,6
40928.42046,70834.6029,-177.5411098,6
40927.68798,70176.18231,156.7720783,3
41288.77356,69852.49877,-155.3324541,6
40454.00835,70564.08961,-199.3918918,7
40829.29838,70269.77061,-64.09125018,6
40589.39148,70751.40052,345.6794601,2
40612.73624,69719.13561,96.72916724,5
40501.04349,70621.69566,319.3307932,3
40786.46377,69450.34335,107.0634334,4
40542.3703,69894.08376,209.1221206,5
40315.07626,69528.00075,258.5206906,4
40283.79145,70427.27557,37.19968816,6
41036.62942,70327.51701,128.5898695,3
40492.49677,70516.0991,0.698669875,6
40618.47234,70022.80617,191.4425316,5
40930.39399,70402.81178,-56.41025641,5
40735.24693,70355.59636,62.80670693,5
41100.51659,69184.78503,-112.9605306,5
40362.15037,70225.96626,38.82292427,6
40627.71145,70330.71275,-83.1818523,6
40649.22468,70528.1702,181.7227473,4
40266.88,70466.19,193.0679674,5
40433.84863,69637.10931,-79.54935434,7
40363.80597,70228.9718,-103.7635547,7
40740.24085,70564.34526,-161.7530971,7
40376.51838,69655.41509,435.8974359,2
40164.48665,70053.74864,-14.34045515,7
41315.53455,70402.92047,-105.7228095,6
40502.14709,69308.48048,-160.1759054,7
40117.99139,69758.15993,459.7327752,2
40355.76346,69475.92691,-173.6180288,7
40078.70765,70576.70634,210.4891271,5
40593.24113,70753.00138,496.2393099,1
40949.15952,70809.94428,2.80143797,5
40564.90006,70288.8314,-176.5905448,7
41055.2259,69020.42501,-49.59004053,4
40842.4905,70634.8404,-73.42794986,6
40634.26654,70628.33074,353.8461538,2
40822.9063,70449.70831,49.10001812,5
40943.70856,70806.92643,-5.506759385,5
40848.47547,69350.97244,262.7777966,2
41090.04141,69425.82897,-170.4909432,6
40622.84904,69348.48637,-152.5160403,6
41105.06643,69184.52517,-108.7781958,5
40938.81816,69282.32805,37.0435122,4
40989.92908,69138.24831,300.8624712,1
40487.39878,69704.44111,89.45124179,5
40927.00591,70007.32356,58.9827242,4
40681.59205,69914.5709,229.210131,4
40357.89215,69569.06482,27.16485629,6
40748.67028,70458.83735,-163.6022899,7
40575.62432,69313.25749,119.8246064,4
40906.50521,70847.07773,237.3041645,2
40494.24405,70785.61016,531.7622749,1
40798.02239,69498.62458,-128.0386385,6
40725.19644,69864.2303,51.38447051,5
40625.49808,70036.27175,189.6682441,5
40771.36362,70139.45116,52.31422546,5
41096.52125,69181.96378,-113.7227937,5
40797.70549,69590.90183,-10.18910854,5
40590.13156,69389.72285,141.1073365,4
41011.93139,70018.07426,-118.889156,6
40797.66197,69675.99135,47.22407842,5
40463.20234,70253.35244,-161.2281734,7
40599.04194,69482.59931,95.73016774,5
40822.65517,69743.67842,-188.0910656,7
40932.23049,70168.23475,5.493141423,5
40241.04737,69585.93731,411.2076129,2
40414.41072,69748.70095,216.000575,5
40769.15706,70141.49263,28.39488889,5
40922.83345,69808.91294,-187.0800799,6
40792.75971,69593.34855,-120.1456265,6
41002.7218,69214.35069,177.978777,2
41012.62038,68944.89099,278.8241263,1
40816.21878,69988.37712,-172.456892,7
40233.74622,69587.48265,315.3640974,3
40914.92852,69300.81635,181.9346762,3
40418.56653,69430.49768,476.3033472,1
40755.77261,70175.63154,40.84821402,5
40419.01664,69427.73786,-165.8272671,7
40834.268,70628.47467,-16.50285634,5
40857.23528,69350.51081,293.8753914,1
40553.69752,70284.96819,-89.60454249,7
40421.57653,69429.73394,-11.61179793,6
40839.88159,70631.00865,21.22639358,5
40989.14081,69138.326,-162.2371384,6
40799.33403,69543.93855,199.2166348,3
40926.26428,69692.94344,60.97948983,4
40929.49761,70405.19138,-7.878984323,5
40888.9986,70437.36419,151.3948344,4
41104.81401,69177.18506,-181.5948583,6
40082.907,70574.449,-155.3000168,7
40040.99665,70584.26294,112.9626616,6
40828.8415,70378.57974,-120.653884,6
40609.49387,69721.14683,215.5052036,4
40680.16765,69399.66542,169.2307692,3
40157.08824,70054.31959,-179.6956788,7
40560.13133,70483.10962,-109.5342188,7
40116.52,69758.49,-84.1767379,7
40628.83705,70042.25284,-129.9980688,7
40421.49043,69418.28121,61.36657485,5
40414.37469,70304.86777,211.8979183,5
40319.61508,69535.79986,-29.93150563,6
40556.30576,70132.04895,87.17948718,5
40627.53726,70246.29277,-19.79889252,6
40805.15059,69557.02713,188.0341414,3
40745.34192,70560.632,224.3049819,3
40828.84171,70273.26502,211.5926782,3
40266.92004,70462.40304,75.7183306,6
40497.25,70623.85,343.7429573,3
40909.11051,70849.50294,421.3276492,1
40706.19098,69727.00227,-139.5580517,7
40706.41863,69723.42897,-152.8647052,7
40494.37417,70226.28096,-41.09186393,7
40798.4084,69542.42856,290.3204039,2
40273.10911,69595.60014,251.2820513,4
40046.58234,70623.00814,-173.5806879,7
40656.20117,69785.44435,-175.2085659,7
40309.51708,69577.19473,-69.01821778,6
40549.20195,70090.57044,210.2564103,5
40919.72374,69804.33051,107.6923077,4
40724.56509,69801.1782,-166.6705293,7
40326.49008,70282.2845,-72.93161121,7
40660.34159,69789.65799,-167.4798776,7
40632.3113,70631.51643,-16.18206146,6
41008.41849,69803.13245,137.6834881,3
41055.7284,69719.90609,232.2712129,2
40560.01459,70488.41263,298.8143827,3
40478.33943,69331.49615,239.4313447,3
40723.81141,70001.63173,88.18265877,5
40396.15563,69690.3684,210.2564103,5
40998.82492,69015.2851,102.4412606,2
41099.11484,69178.11355,250.3213132,1
40835.03571,70631.0816,20.90043924,5
41012.13257,69216.51274,-4.772377972,4
40349.22176,69621.35918,212.1847431,4
40243.40889,70384.96231,89.18247658,6
40803.28937,69671.08052,46.15384615,5
40483.17537,69702.59035,376.8845354,3
40949.74524,70808.95513,462.6620058,1
40892.49032,69012.21922,143.5284823,3
40356.16042,69619.84805,62.80310614,6
41011.2,70500.35,292.2111874,2
40498.03754,69623.52792,316.0145794,3
40761.26672,69481.20528,-139.3992094,6
40839.29358,70476.32978,51.52821637,5
40840.4889,70631.73351,-35.8974359,5
41014.73975,70020.8561,87.17948718,4
40691.6381,69451.49291,137.2532818,4
40626.66072,70043.94199,-180.5720419,7
40409.98559,70331.9042,-18.26929997,7
40073.53394,70577.27841,7.968962809,6
41066.79895,69072.06159,74.32265228,3
40757.32636,70174.27722,105.873264,5
40707.42,69518.49,181.6416864,4
40679.83796,69401.79621,277.6967374,3
40705.40451,69728.06233,-38.54713455,6
40626.86231,70241.67822,226.1108879,4
40830.7491,70481.04538,-21.18008677,5
40419.22284,69425.56757,318.3405566,3
40710.01965,69519.0856,134.6660259,4
40489.63349,70522.78167,50.89459508,5
41314.28521,70400.61735,352.1532087,1
40929.10075,70178.28862,230.7692308,2
40628.24319,70163.66207,-4.867784493,6
40737.20699,70563.74501,125.8461367,5
40962.16056,70803.5395,380.3255624,1
40368.44393,70271.45408,-135.0240487,7
40572.93406,69670.34776,-110.988914,7
40417.01385,70298.24943,-80.957775,7
40673.02298,69922.17563,-15.06607841,6
40489.9133,70221.80841,109.8960356,5
40373.27094,69647.60398,466.945513,1
40971.52205,69488.66522,-47.98624447,5
40734.38813,70359.39785,-2.465156861,5
41127.23447,68927.03014,-112.3527495,5
40818.17802,69986.06784,75.64048219,5
40606.03118,69718.8367,244.3895055,4
40837.85169,70346.15666,182.5087978,3
40829.31782,70162.91475,-65.12778569,6
41084.43836,68919.51004,209.1407151,1
40901.02341,70849.48259,412.7741044,1
40688.5745,69661.23651,-159.140996,7
40841.48477,70763.67607,322.513853,2
40556.74007,70585.62624,-81.71304869,6
39844.95446,70632.88742,118.5545849,6
40971.82791,69373.45143,59.60683068,3
40040.17513,70622.61133,-58.55027739,7
40548.29146,70093.38752,-101.7940817,7
40828.86067,69750.74753,-64.90953007,6
41039.14835,69241.56776,-13.64191926,4
40487.22081,69709.481,-123.0407255,7
39841.59819,70640.83969,-117.2538667,7
40937.78728,69282.94235,-113.8254344,6
40619.27756,70019.94432,-132.1949103,7
40161.94748,70053.27753,-188.918273,7
40326.93955,69411.46771,-86.59103839,6
40568.59828,70580.06038,76.45693745,5
40680.43752,69399.80034,-70.16179157,6
40047.35984,70629.50826,-58.22654876,7
40836.72869,70775.97734,0.475363373,5
40416.98072,69427.94338,-64.71203484,6
41014.28719,70495.70667,-179.4871795,6
40989.85024,69138.48696,255.4059717,1
40418.39403,69426.64183,13.74290017,6
40462.81023,69536.53328,-118.9790493,7
40624.9023,70019.89205,-84.32779559,7
40316.12225,69527.46139,222.4370661,4
40742.67303,70563.22354,227.2190713,3
41001.98549,69806.46087,104.2455861,3
40117.02118,69758.71353,85.25218022,6
40461.00622,70565.35686,251.1005624,4
